"prop_id","ReviewScore"
70078,0
126657,0
86639,0
10746,0
77935,0
23268,49
105307,0
23212,25
78838,0
556,24
126264,0
38725,0
127866,0
79550,0
116080,0
124566,0
127310,0
2771,0
104871,0
84469,0
128734,0
32752,0
68786,0
91343,0
129900,0
72177,0
41613,0
81377,0
109460,0
138212,0
4430,0
15882,59
97805,0
32349,0
106248,0
117220,0
101744,0
54601,11
103248,0
52796,0
24743,13
39283,0
35859,0
59291,0
79104,23
67636,0
113665,0
4161,60
67840,0
117308,0
1218,44
84947,0
97908,0
95336,0
119333,74
78050,0
82829,-1
83978,0
64629,0
81715,76
132751,0
119990,0
133739,0
51103,-25
70283,12
875,2
93626,0
58878,0
126855,0
43631,5
44458,0
118378,0
7855,25
122624,0
85363,0
137630,0
35853,0
22924,24
119019,6
56410,0
98138,0
63691,15
2768,0
89857,0
30094,0
80175,0
114331,0
76035,0
116576,6
138230,0
91475,0
121219,0
63776,0
124885,0
139763,0
95839,0
90645,0
102103,0
106660,0
134551,0
103568,0
789,0
85545,0
54861,0
51674,0
114640,0
62412,0
49579,0
62311,6
73602,0
17999,44
81240,0
70222,0
80687,0
16957,0
134513,0
119123,0
47059,2
12977,0
13716,51
49280,0
6787,67
88742,0
4055,37
56939,0
91501,0
99732,0
2479,80
8680,7
67115,0
122316,0
71707,0
9805,78
47883,0
12371,0
91606,0
127307,0
38071,0
38918,0
64809,-2
113986,0
41098,0
126958,0
98914,0
88894,0
132400,0
131802,0
136766,0
25000,63
33634,0
52693,0
121066,0
40978,0
83616,72
121744,0
90662,0
136008,0
14534,0
75654,0
17561,0
39932,0
94855,0
67817,16
119004,-26
136133,0
75840,0
41761,56
4352,0
63467,3
76822,0
134718,0
33272,0
66244,0
81097,0
89534,0
65791,0
100756,0
53463,0
74487,0
93607,0
96785,0
115089,0
47166,0
132041,0
132069,0
54508,24
82022,0
45293,48
15866,0
99135,0
131668,0
14742,0
135976,0
26582,0
73140,0
134283,0
42142,0
16826,0
45896,0
135726,0
22471,0
74882,0
70683,0
46569,0
106916,0
69514,0
4573,37
86928,0
134823,0
115168,0
135551,0
4780,0
59565,0
95292,0
100081,0
81720,11
88778,0
13674,85
108213,69
121785,0
118800,0
10418,0
61695,0
107846,0
251,51
74603,0
88245,0
49813,0
135941,0
13297,46
68723,0
120081,0
27040,0
41001,48
91315,0
112378,0
40121,0
91571,0
75586,0
22161,52
138639,0
118639,0
73391,0
139575,0
41573,-44
53016,0
133800,0
3422,69
69947,0
45595,0
113979,0
46412,0
90534,0
104692,0
13596,0
73006,0
95572,0
14441,95
15087,34
137813,0
2049,42
52684,0
70771,0
16655,-1
29982,0
130632,0
119844,0
24675,0
84678,0
83719,0
90523,0
93356,0
122116,0
53245,7
63273,0
1674,57
122372,0
60324,0
69212,0
89396,0
67503,0
124015,12
26276,66
54911,0
76025,0
8106,55
17104,0
5159,0
24130,78
31293,0
12374,0
109828,0
38088,0
37763,0
57604,0
39580,0
65891,0
102623,0
139965,0
100637,0
111703,0
91414,0
28288,37
7444,37
125004,0
55105,0
117614,0
122808,0
133237,0
77468,84
49281,0
132133,0
115471,0
72816,0
125762,0
9615,112
49081,0
37992,0
22463,0
43658,0
77223,0
134987,0
36323,0
30409,0
116223,34
135584,0
103147,0
23252,0
121849,0
53989,0
74707,0
66202,0
89258,0
72033,0
41222,43
126131,0
82528,0
127481,0
29626,0
70086,0
61647,0
6925,38
70820,0
29385,0
57890,0
34131,0
109257,0
46704,0
113235,0
107203,0
135406,0
9924,20
138380,0
114545,0
32849,0
92081,0
107986,0
40831,64
95322,0
108873,0
47609,0
66155,0
13407,0
113705,0
60350,89
29905,0
139272,0
21773,55
49072,0
97435,0
16161,80
87277,0
110110,0
52366,0
112277,0
137759,0
100101,0
29056,0
115456,0
35664,0
56252,0
81994,0
129139,0
113974,0
44294,0
5551,0
93723,0
83302,0
104760,0
107792,0
111626,0
38896,0
69754,0
107186,0
14985,0
40508,31
122336,0
29814,0
47633,0
47920,0
53456,0
10420,0
47690,40
27826,0
67424,51
9417,0
72924,0
117449,0
34031,0
7923,0
27781,0
19037,-29
102584,0
105297,0
109776,0
117077,4
76131,0
20039,16
5584,0
32370,0
80602,0
106207,0
14909,30
137849,0
6331,-5
86031,0
115667,0
130957,0
78351,0
119256,28
113644,0
139756,0
71393,7
101010,0
126860,33
5105,11
16158,61
110879,0
121368,0
134638,0
104975,0
19323,0
94927,0
133445,0
69327,0
27867,58
86359,0
109463,0
34029,0
60928,0
39381,0
40715,24
56679,0
92176,0
120099,0
15850,-18
7002,43
20197,19
24644,0
38228,0
21533,58
3893,8
8480,36
6971,0
16424,47
23327,0
24406,-13
86193,0
53907,0
102885,0
38937,0
59753,0
93074,0
57581,0
69144,0
39112,0
45803,0
130618,0
45461,0
45894,0
11492,64
18954,97
57847,0
107428,0
58836,0
20084,50
13901,49
80045,0
101313,0
17078,0
88821,0
20298,64
108752,0
46223,0
121333,0
97789,0
83060,0
83328,0
133719,0
129727,0
134112,0
109065,0
27405,0
10805,0
72561,0
44587,0
102248,0
131376,0
54680,0
69276,0
46256,0
105334,0
81963,0
33012,0
49547,6
77897,0
140000,0
136001,0
115091,0
5016,-1
105764,0
123628,0
32912,0
114648,125
51391,0
129063,0
104188,43
13323,72
94586,0
68819,88
78448,0
103431,0
14105,48
39109,0
78148,0
31084,0
126050,0
16534,26
77708,0
7793,0
39474,0
53979,0
14943,36
71391,0
114653,0
136961,0
85998,0
85922,0
18034,0
83630,0
81135,0
133631,0
26872,18
45373,0
51994,0
47672,0
67428,31
16823,15
29738,0
25020,0
88670,0
134004,0
79092,0
125040,0
130672,0
112359,29
71019,0
111241,0
5999,-1
119958,0
121962,0
16795,0
61419,0
16501,0
102666,0
70274,0
3545,56
125033,0
36459,0
64704,0
58835,0
36484,0
107281,0
55749,0
82065,0
132908,0
121374,0
40228,0
104004,0
78981,0
14519,1
106129,0
18007,0
52247,0
18384,88
27844,0
32432,0
32481,0
37354,0
136723,0
126640,0
111336,0
82699,0
115943,0
46415,0
92995,0
131066,0
51514,0
42389,56
112435,0
41832,28
53279,37
122752,0
20863,42
63470,0
113208,0
10906,46
2770,10
32073,0
113768,0
29079,0
124497,0
31437,0
15990,0
59319,0
76814,0
35749,0
6336,65
45650,0
54445,0
38130,0
19974,36
3776,0
119963,0
120519,0
44530,0
109651,0
22163,0
79875,0
56603,0
103665,0
138845,0
29778,0
77718,44
131226,0
26915,6
31812,0
59111,0
74628,0
77219,0
92758,0
113650,0
7659,4
107271,0
126729,19
38356,0
18208,0
35829,0
39764,0
85114,0
54690,0
82016,0
127359,0
137153,0
88535,0
101850,0
107239,0
84714,0
56138,0
33762,0
76404,0
4778,0
133582,0
137056,0
43445,0
68171,0
58078,0
113487,0
48545,0
8952,0
74845,0
123205,0
4219,0
38375,0
127712,0
130781,0
94709,0
99620,0
3709,43
36861,0
127083,0
28770,0
85898,0
90928,0
61010,0
544,69
13676,0
139080,0
24548,83
62505,0
139096,0
26753,16
135596,0
102767,0
113518,0
18168,0
27938,58
2043,17
64136,0
134507,0
117141,0
139132,0
90228,0
129041,0
131915,0
4307,19
58966,0
39179,0
133729,0
104615,0
109508,0
112062,0
68914,0
88096,0
92297,0
48153,0
95166,0
63762,0
65606,0
121764,0
46333,0
1934,71
113405,0
95307,0
59526,0
111000,0
16706,0
27348,0
113349,0
91206,0
53341,0
107872,0
128514,0
85728,0
88127,0
111106,0
88218,0
49555,14
30184,0
21315,0
81437,0
38571,0
56880,0
64777,0
42282,0
97247,0
893,76
44147,0
92946,0
11103,10
41488,0
10404,0
20486,38
36200,0
50984,0
114766,0
6456,68
17331,40
56298,0
74474,0
59267,0
29604,0
41499,0
122844,0
89073,0
61545,0
42108,51
24515,35
51354,0
110069,0
123240,0
75359,0
134313,0
130753,0
130729,0
60026,0
27662,14
66401,0
44306,0
46056,0
79150,0
53695,0
16311,89
64599,0
55571,0
14033,50
30023,0
119252,0
39122,0
98726,0
29329,0
121979,0
138269,0
12323,42
7926,0
86189,0
101830,0
136775,0
3423,57
71907,0
130780,0
133489,0
140024,0
49046,0
68010,0
105982,0
98238,0
21817,0
24977,0
101729,0
103803,0
133876,0
12116,0
74173,0
93220,0
49158,0
40278,58
98242,0
77079,0
138458,0
895,0
126522,0
84593,0
110823,0
48251,4
127601,0
46502,0
85606,0
132626,0
66535,0
19846,0
61422,0
46105,0
2052,-9
39486,0
75877,0
66051,0
84261,55
92584,0
22569,24
115286,0
39343,0
10927,47
61155,0
90776,0
48937,0
52363,0
110600,0
36344,0
128621,0
127557,0
121689,0
126332,0
18835,35
123672,0
18217,0
115710,0
131482,0
77206,0
90882,0
30078,0
52355,0
55594,0
114118,0
19024,39
97722,0
109518,0
104507,0
118226,60
21653,16
3246,0
120561,0
82566,0
3968,0
91145,0
83702,0
25719,47
68533,0
17589,23
94042,0
107798,0
131821,0
115212,0
90094,0
31464,0
35386,0
60205,0
65722,0
122761,0
10771,0
36110,0
43913,0
71069,0
93804,0
32815,0
120146,0
137342,0
71308,0
107852,0
62533,0
59881,0
6389,-2
125244,0
131013,0
57620,0
57405,0
17135,0
36203,0
104139,0
65651,0
85861,0
89529,0
123828,15
27416,0
86344,0
132979,0
73241,0
115130,0
88185,0
114185,0
32113,0
96887,0
28041,62
37101,0
138287,0
101548,0
6234,0
32966,0
83704,0
112569,50
73716,0
54515,0
101066,0
76014,0
86890,0
58008,0
76041,23
48186,0
53423,0
95810,0
4398,64
12017,0
58221,0
87343,0
57202,0
8315,0
37587,0
6239,10
21934,60
120070,0
36785,13
46146,0
67105,0
131556,0
12146,0
107639,0
36122,0
1910,0
132572,0
13911,35
92545,0
69543,0
127089,0
84070,0
94207,0
18103,0
125270,0
64854,0
56520,0
140189,0
17756,3
132430,0
10781,0
35377,0
118677,1
34583,41
37555,0
666,19
81214,36
83422,0
25779,0
52539,0
55920,41
41381,36
13728,35
85194,0
121735,0
57315,0
97282,0
102234,0
67793,0
133186,0
132435,0
98380,0
93770,0
101178,0
117460,0
25483,0
25149,0
39427,72
78925,0
4789,0
119166,0
10026,23
19287,94
127879,0
11080,62
133026,0
34261,0
32929,0
86879,0
98785,0
137070,0
61547,0
15014,0
2380,66
138293,0
27091,0
120743,0
134674,0
72467,0
105899,0
31728,0
36701,0
87946,0
92254,0
98147,0
61132,0
69116,0
45006,2
60401,0
63877,0
34205,97
33240,0
12317,0
114028,0
52565,0
30943,0
75235,0
83814,0
60651,0
107159,0
44447,0
35509,0
106836,0
112005,0
122921,0
124710,0
95091,0
128023,0
53281,0
107292,0
71412,0
59530,0
7499,0
91189,0
100182,0
139411,0
21189,25
68662,0
36663,0
82691,0
3148,0
352,69
117415,0
75362,0
20215,15
60972,0
139247,0
25824,0
132377,0
99836,0
59560,73
101817,0
7216,0
89688,0
62627,0
107847,0
47722,2
84519,38
9956,44
25603,10
99596,22
8159,0
126364,0
76659,0
102955,0
7241,0
34297,53
55540,0
122298,0
23124,117
106181,0
88212,0
18664,0
26676,0
99432,0
2520,21
102099,0
119010,37
45399,0
49350,0
140460,0
93947,0
109242,0
10115,17
28064,72
97232,0
112537,0
5543,0
123732,0
61539,0
16,66
37005,0
41667,0
75169,0
68086,0
136594,0
14940,44
30233,0
75242,0
94746,0
124626,73
109055,0
40717,78
127664,0
31868,0
127911,0
8511,54
54201,0
6511,14
114453,0
14316,-14
124690,0
30539,0
115494,0
49338,0
78988,0
113782,0
105682,0
91767,0
77341,0
132353,0
136718,0
33954,0
67243,0
33903,0
52751,0
96180,0
11902,0
16663,0
75542,0
38939,0
108694,0
73529,0
82393,0
74449,51
127333,0
47441,0
15435,56
67320,0
109929,0
120946,0
88241,0
88243,0
89657,0
52008,0
80632,0
33929,0
77311,0
133041,0
50500,4
35582,0
6374,7
42756,64
65884,46
27587,0
120159,0
127994,0
17309,0
2390,8
54160,0
21548,0
123395,26
103417,0
19785,30
35994,0
15540,0
135420,0
28645,83
64336,0
106030,0
57363,0
58783,0
130558,0
110761,0
130898,0
32846,0
136669,0
99865,53
53096,0
48999,38
64384,11
115311,0
23027,0
39393,0
63552,0
100006,0
114001,0
79014,0
98856,0
115400,0
1110,50
25155,0
5923,0
35501,91
5366,0
54134,56
119238,0
26748,34
83326,0
5776,60
78115,0
121966,0
17325,0
19565,-4
25036,23
62167,0
76443,0
136946,0
11991,38
114142,0
17174,0
99859,0
16940,29
117203,0
82948,0
125838,0
135818,0
79332,34
132002,0
58983,0
58703,76
87327,0
17437,0
128292,0
111179,0
77861,0
12295,34
7593,23
21008,0
50531,0
116440,22
67296,0
30755,0
117215,0
61061,0
61375,0
73366,0
75315,0
114108,0
91922,0
24539,0
3783,89
72489,0
44495,22
123543,0
21863,61
25420,29
47086,0
87418,0
2129,59
127501,0
55864,0
5685,51
43565,0
106503,0
122841,0
83883,0
102057,0
32730,0
34587,0
106131,0
124027,0
116632,0
20705,80
63439,23
81427,0
37938,0
21862,22
67053,0
40892,46
76852,0
5796,0
25696,63
37573,0
84131,0
9844,39
71169,0
71708,0
2692,58
97958,0
28050,0
112897,0
103123,0
62255,0
90298,0
117218,0
117933,0
28576,0
50094,22
100223,0
125014,0
128643,0
32489,0
53213,0
132193,0
91389,0
94675,0
72862,0
91125,0
91664,0
136192,0
63443,0
76288,0
10336,-10
75121,0
88740,0
34339,43
44362,0
101938,0
23261,31
88928,0
90283,0
126730,67
134721,0
136922,0
62704,8
118112,0
14955,95
8180,0
49497,0
109370,0
129378,0
73553,0
90648,0
93656,0
138105,0
69671,0
130894,0
132021,0
53747,0
120615,0
19688,26
44366,0
16148,28
39115,0
40410,-3
